Apelido,Username,Data/Hora,Respondendo,Texto,link_img,Comentarios,Retweets,Likes
Eder Morselli,@edermorselli,2020-11-30T23:54:49.000Z,"A pandemia não acabou... Vamos nos proteger... 

#usemascara
 #mascarasalva #COVID19 #coronavirus",,https://pbs.twimg.com/media/EoHB4fVXMAEdkk5?format=jpg&name=small,0,1,1
V,@VR_SSC,2020-11-30T23:53:24.000Z,"Em resposta a 
@KooperHD",Os caras tacam capa variante logo quando a kugisaki ta na capa... aí vamo das duas né ,https://abs-0.twimg.com/emoji/v2/72x72/1f643.png,0,0,2
Lucas França,@FrancaComAmor,2020-11-30T23:53:32.000Z,"Publico na 
@RevistaEpoca
 um papo que tive a alegria de ter com a 
@TaschnerNatalia
 e o doutor Marcelo Otsuka. Falamos sobre grupos prioritários para vacinação contra o coronavirus, distribuição das doses. Minha colaboração para esse assunto tão importante.","Covid-19: Quem deve receber primeiro a vacina?
Enquanto governo federal elabora plano de distribuição, o que dizem especialistas sobre a estratégia a ser seguida após aval ao uso de imunizantes
epoca.globo.com",https://pbs.twimg.com/card_img/1362041936874512386/cNDgUhzn?format=jpg&name=small,0,6,27
calcinha chromatica,@fckwithmyselff,2020-11-30T23:52:55.000Z,eu só penso nela (a vacina),,https://pbs.twimg.com/media/EoHBcUKWEAEcXHx?format=jpg&name=small,1,4,4
Rafa_SCH,@RafaSCHk,2020-11-30T23:54:43.000Z,"Difícil, mas acho que pegaria a variante","Comentar o Tweet
Kooper // 110K no Youtube
@KooperHD
 · 30 de nov de 2020
Independente se vc coleciona ou não o mangá Jujutsu Kaisen
O volume 3 terá duas versões, uma com a capa original (Nobara) e uma com uma capa variante.
Você vai comprar/compraria qual versão? Ou compraria as duas?

(as capas estão no tweet abaixo)
Mostrar esta enquete",https://pbs.twimg.com/profile_images/1297639479684079620/8OzqZ__O_mini.jpg,0,0,1
sereia,@AnjinhoJuu,2020-11-30T23:55:54.000Z,"vai jacare jacare 
comprei um lança p baforar com ela","Comentar o Tweet
𝐩𝐞𝐝𝐫𝐨
@Crf_pedrolcs
 · 30 de nov de 2020",https://pbs.twimg.com/profile_images/1347719897120448514/6Tl2yj8D_mini.jpg,1,0,1
danka ୭̥⋆*｡,@offfluencer,2020-11-30T23:57:52.000Z,11 amigas p recriar essa dps da vacina?,,https://pbs.twimg.com/media/EoHClIRXMAUBcNM?format=jpg&name=small,6,0,13
amandoim,@lmxcncoarreaga,2020-11-30T23:46:30.000Z,"a vacina tá sendo desenvolvida rápido por conta da emergência e do grande investimento q tem.. vacina salva vidas.. é um processo mto foda até estar disponível pra gente.. não somos ratinhos.. se tomamos é pq tá aprovado
#afazenda12","Comentar o Tweet
CONTIGO!
@tocontigo
 · 30 de nov de 2020
A funkeira afirmou que não acredita que a vacina será desenvolvida tão rápido #AFazenda12

https://contigo.uol.com.br/noticias/a-fazenda/a-fazenda-jojo-todynho-garante-que-nao-tomara-vacina-contra-covid-19-ratinhos-de-laboratorio.phtml…",https://pbs.twimg.com/profile_images/925778444323082240/VmGYWVxw_mini.jpg,0,0,5
Victor Zenatti,@ZenattiVictor,2020-11-30T23:57:14.000Z,"Pra iniciar dezembro com energias ótimas, com tudo branquinho!
Alemanha se preparando pra vacina E para o natal! ",,https://pbs.twimg.com/media/EoHCcBaWEAMrHmL?format=jpg&name=medium,0,0,2
CNN Brasil,@CNNBrasil,2020-11-30T23:29:05.000Z,Documentos obtidos com exclusividade pela CNN revelam que a China conduziu de forma incorreta as fases iniciais de combate à Covid-19 https://cnnbrasil.com.br/internacional/2020/11/30/arquivos-vazados-revelam-conducao-incorreta-da-china-em-fases-iniciais-da-covid…,,https://pbs.twimg.com/media/EoG7_hWVkAMxG-Y?format=jpg&name=small,2100,2200,7800
"Lucas Santos, vulgo TIO LU",@grandetiolu,2020-11-30T23:51:46.000Z,Inclusive senhor futuro prefeitão bom de serviço e demais da coliga tão tudo de corona..,"Comentar o Tweet
mar e ana
@mlarafernandes
 · 30 de nov de 2020
Ces tao assustados com 21 casos de covid em salinas pq?? Esqueceram da festa que teve dia 15 e que NINGUÉM usou máscara???",https://pbs.twimg.com/profile_images/1268984325191630849/lJx1nmMo_mini.jpg,0,0,4
Sylvio Lincoln Jr,@SylvioLincoln,2020-11-30T23:48:26.000Z,"Nelly, já atravessei incólume por epidemias de real contágio e letalidade... sem máscara, sem distanciamento social, sem vacina ou outro remedinho!! E ainda hoje nem existem vacinas para a maioria dessas doenças...","Comentar o Tweet
NRossi
@NellyYumi
 · 30 de nov de 2020
Em resposta a @SylvioLincoln
Eu uso máscara qdo entro em ambientes fechados, na rua não uso: meus pulmões agradecem pelo ar puro. Tomo para prevenção do Covid Ivermectina, vit.C e D indicados pelo meu médico e não tomarei nenhuma vacina q estão em pesquisa.",https://pbs.twimg.com/profile_images/1325240174687760389/e0MTFVVV_mini.jpg,1,0,3
ʲᵘᵇˢ ta off,@pottersfoy,2020-11-30T23:53:15.000Z,"mas se decide vei, 1 mês atras tava falando que 2021 ia ser otimo e agr vai ter mais corona??","Comentar o Tweet
Previsões
@futurizando_
 · 30 de nov de 2020
O corona-virus passará por uma grande mutação nos próximos meses, ele trará mais problemas ao seres humanos.",https://pbs.twimg.com/profile_images/1355202491294613507/NoqzecrT_mini.jpg,0,0,0
isabola,@isaceccarelli,2020-11-30T23:45:56.000Z,mano eu não aguento mais eu juro q não aguento mais puta q pariu coronavac só vc é capaz de me dar forças pra viver,"Comentar o Tweet
VEJA
@VEJA
 · 30 de nov de 2020
Todas as 46 milhões de doses da Coronavac chegam ainda este ano (via @EconomicoRadar) https://veja.abril.com.br/blog/radar-economico/todas-as-46-milhoes-de-doses-da-coronavac-chegam-ainda-este-ano/…",https://pbs.twimg.com/profile_images/1271506387860946945/7XBj9w3T_mini.jpg,1,0,8
vine,@vvienno,2020-11-30T23:34:00.000Z,"sentindo saudades de paulistar com os amigos e mestres 
@eduardovieirart
 e 
@vencyslao
  comendo lamen e depois visitando exposições fodas (sdds mucha)",,https://pbs.twimg.com/media/EoG9ESpXYAM-AHF?format=jpg&name=360x360,2,0,47
O Imparcial,@imparcialonline,2020-11-30T23:52:10.000Z,O estado já totaliza 193.170 casos confirmados e 4.296 mortes por coronavírus,"Mais 104 casos e 9 óbitos por Covid-19 são registrados no Maranhão | O Imparcial
O estado já totaliza 193.170 casos confirmados e 4.296 mortes por coronavírus
oimparcial.com.br",https://pbs.twimg.com/card_img/1361845865795751944/tRxXg12b?format=jpg&name=small,0,0,2
Municipalidad de General Pueyrredon,@munimardelplata,2020-11-30T23:52:12.000Z,PARTE DIARIO POR CORONAVIRUS ,"Comentar o Tweet
Secretaría de Salud MGP
@salud_mgp
 · 30 de nov de 2020
PARTE DIARIO POR CORONAVIRUS
 Hay 102 nuevas personas en tratamiento por Covid-19 y 115 recuperadas

En el último informe del SISA, se confirmaron 102 nuevos pacientes en tratamiento por Covid-19
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1205538150484979720/_X3R8EAp_mini.jpg,0,4,7
Tribuna Online,@TribunaOnlineES,2020-11-30T23:47:22.000Z,A bandeira tarifária vermelha havia sido suspenso em maio devido à pandemia do novo coronavírus,"Conta de luz vai ficar mais cara a partir desta terça
A bandeira tarifária vermelha havia sido suspenso em maio devido à pandemia do novo coronavírus
tribunaonline.com.br",https://pbs.twimg.com/card_img/1361845876197588992/lFLEJ8iJ?format=jpg&name=small,1,0,8
BBC News Brasil,@bbcbrasil,2020-12-01T23:53:04.000Z,Exame pioneiro mostra danos em pulmões 3 meses depois da infecção por coronavírus https://bbc.in/3lsOzyv,,https://pbs.twimg.com/media/EoMLEt_XEAEbvuv?format=jpg&name=small,5,55,315
UOL Notícias,@UOLNoticias,2020-12-01T23:48:07.000Z,"Dados da CoronaVac devem estar prontos na próxima semana, diz secretário","Dados da CoronaVac devem estar prontos na próxima semana, diz secretário [01/12/2020]
O secretário de saúde de São Paulo, Jean Gorinchteyn, afirmou hoje que os resultados da Co...
noticias.uol.com.br",https://pbs.twimg.com/card_img/1361317345503961091/y2DOryYu?format=png&name=small,5,5,58
Izabella Castro e Castro,@IzabellaCastr15,2020-12-01T23:53:50.000Z,"Tô lascada, pois, o meu perfil não encaixa em nenhuma das fases. 
""COVID-19: plano nacional de vacinação terá quatro fases, diz Ministério""","COVID-19: plano nacional de vacinação terá quatro fases, diz Ministério
Estratégia prevê a imunização de 109,5 milhões de pessoas no planejamento montado pelo governo
em.com.br",https://pbs.twimg.com/card_img/1361486900184367108/vfWQSqb1?format=jpg&name=small,2,4,6
Fábia Mazza,@FabiaMazza,2020-12-01T23:50:22.000Z,"Em resposta a 
@HMartins",Nos outros países sim. No Brasil eles não tem planos nem pra vacinas direito ,https://abs-0.twimg.com/emoji/v2/72x72/1f937-1f3fb-200d-2640-fe0f.png,2,0,1
jakubovic,@rgbovic,2020-12-01T23:58:24.000Z,medo de estar com coronga,,https://pbs.twimg.com/media/EoMMSraWEAMifrr?format=jpg&name=small,0,0,2
ROGERIO DILKIN,@RADILKIN,2020-12-01T23:52:34.000Z,"Em resposta a 
@anacaroulix","Aí... Até Na Testa Eu Tô Aceitando Essa Vacina!!! Economizando Desde Agora Pra Conseguir Comprar Logo Umas 4 Ou 5 Doses!!! Uma Na Testa, Uma No Braço, Uma No Popozão E Duas Eu Vou Diluir Num Chá De Folha De Bergamoteira Com Guaco, Limão, Mel E Gengibre!!!",https://abs-0.twimg.com/emoji/v2/72x72/1f92a.png,0,0,2
UOL,@UOL,2020-12-01T23:51:07.000Z,"Dados da CoronaVac devem estar prontos na próxima semana, diz secretário","Dados da CoronaVac devem estar prontos na próxima semana, diz secretário [01/12/2020]
O secretário de saúde de São Paulo, Jean Gorinchteyn, afirmou hoje que os resultados da Co...
noticias.uol.com.br",https://pbs.twimg.com/card_img/1361317345503961091/y2DOryYu?format=png&name=small,1,1,22
Agência Brasil,@agenciabrasil,2020-12-01T23:50:00.000Z,"#Coronavírus | Brasil tem 173,8 mil mortes e 6,38 milhões de casos de #covid19. Há 2.163 óbitos em investigação e 5,6 milhões se recuperaram https://bit.ly/3lv44G8 
  David Oliveira/Guarani FC©",,https://pbs.twimg.com/media/EoMD9rJXEAAov_r?format=jpg&name=small,0,2,8
"Aristóteles
·",@max_grace_,2020-12-01T23:58:29.000Z,EU ACABEI DE VER UMA ARTE NSFW DO CORONA E O ÁLCOOL EM GEL VO COMER VIDRO TCHAO,,https://pbs.twimg.com/media/EoMMT_uWEAE-OYB?format=jpg&name=small,5,0,32
Debora,@deboradmbg,2020-12-01T23:56:30.000Z,"Em resposta a 
@celsodossi",Você pode ser preso pra tomar a vacina ,https://abs-0.twimg.com/emoji/v2/72x72/1f62c.png,1,0,5
"Gil Rodrigues
% Bolsonaro",@GilRod21,2020-12-01T23:51:02.000Z,"Eu não tomo vacina chinesa nem a pau. Moro em São Paulo, mas não sou funcionária do Dória. Ainda bem!","Comentar o Tweet
Ise Schuler
@Iseschuler
 · 15 de out de 2020
Não vou aceitar a vacina chinesa. Quem é Doria para decidir alguma coisa a nível federal?! Quero meu direito de escolha! E, vc?",https://pbs.twimg.com/profile_images/1359312592498544641/82TT1QI8_mini.jpg,0,0,2
Sergio Damasceno,@sdamascenosilva,2020-12-01T23:55:30.000Z,"Bolsonaro é burro e mau apostador:

- a vacina de Oxford c a qual queria combater a chinesa precisa ser mantida sob 70 graus negativos, o q é praticamente inviável no Brasil 
- foi o único a apoiar Trump contra a OMS na ONU
- todos os candidatos a prefeito apoiados p ele perderam",,https://pbs.twimg.com/media/EoMLoUJXcAQ2FWW?format=jpg&name=small,0,0,6
Jornal Hoje em Dia,@jornalhojeemdia,2020-12-01T23:55:00.000Z,Estudo nacional com participação da UFMG pesquisa imunidade contra o coronavírus,"Estudo nacional com participação da UFMG pesquisa imunidade contra o coronavírus
Uma equipe da Universidade Federal de Minas Gerais (UFMG) passou a integrar um estudo nacional realizado pelo Instituto Butantan, em São Paulo,...
hojeemdia.com.br",https://pbs.twimg.com/card_img/1361842539473551369/9IC5HxQM?format=png&name=small,0,2,7
Rita Machadø,@nesimachado,2020-12-02T23:59:28.000Z,Regras da Anvisa para uso emergencial de vacina contra Covid-19 excluem venda na rede privada,"Regras da Anvisa para uso emergencial de vacina contra Covid-19 excluem venda na rede privada -...
Órgão vai conceder autorizações específicas mesmo que imunizações ainda não tenham registro
folha.uol.com.br",https://pbs.twimg.com/card_img/1363147327284903943/hq3HZrE0?format=jpg&name=small,0,2,3
VivaBem,@vivabem_uol,2020-12-02T23:51:30.000Z,USP busca voluntários para testar vacina contra HIV,"USP busca voluntários para testar vacina contra HIV [02/12/2020]
A Faculdade de Medicina da Universidade de São Paulo (USP) está buscando voluntários no Br...
noticias.uol.com.br",https://pbs.twimg.com/card_img/1361317345503961091/y2DOryYu?format=png&name=small,0,1,3
jujuba,@lsd_esk,2020-12-02T23:56:35.000Z,"*vacina chega no Brasil em janeiro*

eu entrando na sala de vacinação:",,https://pbs.twimg.com/media/EoRVb8nXUAAXdyn?format=jpg&name=small,0,0,1
Félix Barros,@felixbarross,2020-12-02T23:52:45.000Z,"Em resposta a 
@Maaaaaaaari
 e 
@jovidemiranda","Amor que nasceu na pandemia, pelo menos uma coisa boa aconteceu na vida de alguém né 
 (sejam mega felizes vcs",https://abs-0.twimg.com/emoji/v2/72x72/1f970.png,1,0,2
Jornal O Globo,@JornalOGlobo,2020-12-02T23:55:32.000Z,Boris Johnson ganha fôlego político com otimismo da população britânica a autorização da vacinação contra Covid-19,"Boris Johnson ganha fôlego político com otimismo da população britânica a autorização da vacinação...
Autoridade que regula produtos de saúde aprovou imunizante em apenas dez dias; comércio abre após um mês de lockdown
oglobo.globo.com",https://pbs.twimg.com/card_img/1362112170117406722/b1-Dhw5m?format=jpg&name=small,2,6,29
Cristina,@ggaldino_,2020-12-02T23:48:26.000Z,Com corona ou sem corona,"Comentar o Tweet
jm
@JadeMilene11
 · 2 de dez de 2020
janeiro eu vou começar do 0!! 
vou ajeitar minha vida todinha, se Deus quiser!!!!!",https://pbs.twimg.com/profile_images/1355936515776507904/J9P3cJ1S_mini.jpg,0,1,2
Portal Terça Livre,@tercalivre,2020-12-02T20:00:17.000Z,"Após críticas, MEC desiste de retorno presencial de aulas - https://tercalivre.com.br/?p=151888",,https://pbs.twimg.com/media/EoQfYoFW8Acyo9T?format=jpg&name=small,389,186,1200
Portal Setor Saúde,@setor_saude,2020-12-02T23:52:35.000Z,"Algumas instituições começaram a suspender temporariamente cirurgias eletivas e visitas
#COVID19
#coronavírus
#covidrs
#rs
#riograndedosul
#hospitais
#restrições
#cirurgiaseletivas
#leitos","Hospitais do RS anunciam novas medidas e restrições devido a aumento de internações por Covid-19 -...
Notícias do Setor Saúde no Brasil e no mundo
setorsaude.com.br",https://pbs.twimg.com/card_img/1361968075483062273/n79NqQNJ?format=jpg&name=240x240,0,1,1
mlklaser,@mlklaser,2020-12-02T23:53:50.000Z,Essa vacina é Pfizer ou Butantã?,"Comentar o Tweet
Christian Heit
@HeitChristian
 · 2 de dez de 2020
Inter numa derrocada acachapante, sabotado por si mesmo pouco tempo atrás, pega o poderoso Boca nas 8as da Libertadores. Faltando 45 mins pro início do jogo, um temporal homérico se debruça sobre Porto Alegre (vai terminar até lá). O Boca será TRITURADO pela fênix #VivendoDeInter
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1333307580542803968/Fcxa6t2d_mini.jpg,0,0,1
Lauro MEU PRESIDENTE É LULA HADDAD Antônio,,2020-12-02T23:43:54.000Z,"""Estamos em uma situação dramática. Com a COVID-19, isso está se transformando em uma pandemia de fome, já que um em cada três habitantes da região não tem acesso a alimentos nutritivos e suficientes"" https://br.sputniknews.com/americas/2020120216547520-covid-19-se-tornara-uma-pandemia-de-fome-na-america-latina-afirma-onu/… via 
@sputnik_brasil","COVID-19 se tornará pandemia de fome na América Latina, afirma ONU
A situação gerada pela COVID-19 é ""dramática"" e levará a América Latina a uma ""pandemia de fome"", alertou nesta quarta-feira (2) o diretor regional do Programa Mundial...
br.sputniknews.com",https://pbs.twimg.com/card_img/1361011794123317256/KvZJRnfz?format=jpg&name=small,1,4,6
Loma | EMME'S BDAY,@spiderwidwinter,2020-12-02T23:57:02.000Z,essa au ta me dando saudade de quando rolava uns churrascos na praia e ficava tocando pagodes e samba o dia todo te odeio corona,"Comentar o Tweet
elle²⁸
@ifsunsetcurve
 · 20 de nov de 2020
The voice Brasil • ༺ au juke ༺

052 | @relicharlison
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1359137403164844036/wl08mWq-_mini.jpg,0,1,1
José Luiz,@JoseLuizIN,2020-12-02T18:28:59.000Z,"Inveja, né filha?","Comentar o Tweet
UOL
@UOL
 · 2 de dez de 2020
Reino Unido é o 1º país ocidental a autorizar vacina contra covid-19

Autoridade de Saúde do Reino Unido declarou a aprovação da vacina da Pfizer e da BioNTech contra covid-19 em todas as etapas. A imunização da população foi anunciada para começar na próxima semana #covid19",https://pbs.twimg.com/profile_images/1145768271976833025/eJwMOVfN_mini.png,4,1,23
Poder360,@Poder360,2020-12-02T23:57:41.000Z,"Aprovação de uso emergencial não basta para iniciar vacinação, diz Anvisa","Aprovação de uso emergencial não basta para iniciar vacinação, diz Anvisa
Distribuição depende do governo. Autorização vale até registro formal. Leia no Poder360.
poder360.com.br",https://pbs.twimg.com/card_img/1363213570822057984/jGLAmzkd?format=jpg&name=small,0,2,5
Poder360,@Poder360,2020-12-02T23:50:50.000Z,"Pesquisa do #PoderData mostra que 59% defendem obrigatoriedade da vacina contra o covid-19. Entre as pessoas do grupo que avalia o presidente como “ótimo” ou “bom”, quase metade (49%) discorda da obrigatoriedade. 

Saiba mais: https://poder360.com.br/poderdata/59-acham-que-a-vacina-contra-covid-19-deve-ser-obrigatoria/…",,https://pbs.twimg.com/media/EoRUJsoW4AANUk_?format=jpg&name=small,1,0,4
bibi,@Gabruxona,2020-12-02T21:43:54.000Z,q presente vc quer de natal?,,https://pbs.twimg.com/media/EoQ3GSIXEAstD1-?format=jpg&name=360x360,465,499,5000
Ary ANTI PT,@Ary_AntiPT,2020-12-02T23:59:05.000Z,"Aprovação de uso emergencial não basta para iniciar vacinação, diz Anvisa

https://poder360.com.br/coronavirus/aprovacao-de-uso-emergencial-nao-basta-para-iniciar-vacinacao-diz-anvisa/…

HAHAHAHAHAHHAHAHHAA ZONAO","Aprovação de uso emergencial não basta para iniciar vacinação, diz Anvisa
Distribuição depende do governo. Autorização vale até registro formal. Leia no Poder360.
poder360.com.br",https://pbs.twimg.com/card_img/1363213570822057984/jGLAmzkd?format=jpg&name=small,0,0,1
Fernando Rodrigues,@FR_BSB,2020-12-02T23:57:51.000Z,"59% acham que a vacina contra covid-19 deve ser obrigatória https://poder360.com.br/poderdata/59-acham-que-a-vacina-contra-covid-19-deve-ser-obrigatoria/… via 
@Poder360
 e 
@poderdata_",,https://pbs.twimg.com/media/EoRVu9iXEAI31KV?format=png&name=small,2,1,16
Radioagência Nacional,@RadioagenciaEBC,2020-12-02T23:50:00.000Z,"#Coronavírus | São Paulo, Paraná e Rio Grande do Sul retomam medidas mais rígidas para conter disseminação da #covid19 https://bit.ly/39xEvlD 
 REUTERS/Amanda Perobelli©",,https://pbs.twimg.com/media/EoRP6M5W4AYcS-A?format=jpg&name=small,1,1,1
Jeremy Buzolic,@NoTeVacunes,2020-12-03T23:51:38.000Z,"Historia Criminal de Laboratorios Pfizer 
https://cienciaysaludnatural.com/historia-criminal-de-pfizer/…

#Mascarilla #BillGates #Coronavirus #Covid_19 #Covid19 #COVIDー19 #Vacuna #OMS #Trump #5G #Sagasti #Biden #COVID19 #Vacunas #Vacuna #Medicosporlaverdad
#SagastiAsesino
#ParoAgrario
#WonderAtMidnight
Merino",,https://pbs.twimg.com/media/EoWdjubXMAwixhZ?format=jpg&name=small,2,3,4
oiluiz,@oiIuiz,2020-12-03T23:51:14.000Z,"Dória: ""Vamos proibir qualquer tipo de festa privada* ou pública enquanto não tivermos a vacinação""

*Exceto pancadão e festas em comunidades dominadas pelo tráfico. 

Quer comemorar o Natal? Vire traficante. O STF não vai te deixar ser preso e o Dória vai te deixar festejar.",,https://pbs.twimg.com/ext_tw_video_thumb/1334646346196930561/pu/img/L6cJ5FRmMWGg8C3j.jpg,75,345,1800
aquarianjo,@Miscolcz,2020-12-03T23:58:36.000Z,só quero a vacina pra ficar assim com as minhas amigas,"De 
acervo makivoir",https://pbs.twimg.com/ext_tw_video_thumb/1283109933819535362/pu/img/qVD8LZ1mVy7klEJp.jpg,0,0,3
ramoss,@lucascr04,2020-12-03T23:54:22.000Z,"“Temos nosso coroninha
 e a 
vacina
nada nunca chegou
”",,https://pbs.twimg.com/ext_tw_video_thumb/1334647166078480386/pu/img/FG2LuMoUnthkoLCs.jpg,0,2,9
Allan Simon,@allansimon91,2020-12-03T23:50:01.000Z,"Seria engraçado ter Palmeiras x São Paulo na final da Copa do Brasil e Palmeiras x Santos na Libertadores, depois de ter tido Palmeiras x Corinthians no Paulistão.","Comentar o Tweet
Diego Salgado
@diegosalgado7
 · 3 de dez de 2020
Acho que vai dar Choque-Rei na final da Copa do Brasil. Seria um jogo bem agradável de ver, por tudo que São Paulo e Palmeiras têm feito nas últimas semanas.",https://pbs.twimg.com/profile_images/1345089072583290882/tXZHe_o3_mini.jpg,3,3,23
cometa,@isab0lada,2020-12-03T23:57:09.000Z,isso me fez pensar q eu sou da galera que mto provavelmente vai passar um segundo aniversário no cenário pandemia sem vacina,"Comentar o Tweet
Gabriel Strapasson
@gabstrapa
 · 3 de dez de 2020
A gente era tao iludido né (meu aniversário é essa semana) twitter.com/gabstrapa/stat…",https://pbs.twimg.com/profile_images/1358871967118557199/lUp9pFLw_mini.jpg,0,0,12
robErto,@rbtlucas_,2020-12-03T23:59:17.000Z,tomar a vacina logo p ficar com 12,"Comentar o Tweet
it’s me, bada
@badaberde
 · 3 de dez de 2020
A vacina altera o DNA humano aumentando em 9cm um membro do corpo.
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1353753036775165952/92jQvsxn_mini.jpg,1,0,8
Jornal do Comércio,@JC_RS,2020-12-03T23:50:00.000Z,#Coronavírus: Senado aprova PL que estabelece vacina contra Covid-19 gratuita para população,"Senado aprova PL que estabelece vacina contra Covid-19 gratuita para população
O texto determina que a imunização é um direito de todos e dever da União, Estados, Distrito Federal e municípios
jornaldocomercio.com",https://pbs.twimg.com/card_img/1361835992181837825/yKpax_8T?format=jpg&name=small,0,2,2
Filipe Sabe,@LigaAoFilipe,2020-12-03T23:54:19.000Z,"Luís Campos Ferreira sobre vacinação contra Covid-19 em Portugal: ""No papel as coisas estão sempre bem"" Comentador da CMTV abordou temas da atualidade na Rúbrica '3Minutos', na CMTV. http://twib.in/l/xxpMKknek9pq #CM",,https://pbs.twimg.com/media/EoWeiqYXUAE4cpY?format=jpg&name=small,0,0,2
Tânia Souza,@2109TaniaS,2020-12-03T23:55:46.000Z,"Brasil tem mais de 40 mil casos de Covid por dia na média móvel, maior marca desde agosto | Coronavírus | G1","Brasil tem mais de 40 mil casos de Covid por dia na média móvel, maior marca desde agosto
País tem 175.307 óbitos e 6.487.507 diagnósticos de Covid-19, segundo levantamento do consórcio de veículos de imprensa. Foram 776 mortes registradas em 24 horas.
g1.globo.com",https://pbs.twimg.com/card_img/1362959040809156608/RNC64tRU?format=jpg&name=small,1,1,5
Caipora,@GvnCecchi,2020-12-03T23:53:01.000Z,Quando o corona acabar eu vo ta só assim,,https://pbs.twimg.com/media/EoWeOMQXUAMDRYN?format=png&name=small,0,1,6
Jornal da Record,@jornaldarecord,2020-12-03T23:52:57.000Z,"EUA tiveram o maior número de mortes diárias, provocadas pelo coronavírus, desde o começo da pandemia. As internações também aumentaram #JornalDaRecord #JR24H",,https://pbs.twimg.com/amplify_video_thumb/1334646637671510023/img/6pAf4Tl3aYmCg4dp.jpg,0,2,16
"Debrinha, a química penteada",@doidadudas,2020-12-03T23:57:10.000Z,"Gente q gosta de mim, do 
@assimdisseojoao
 ou de comunismo.... me segue lá no insta e compra um quadrinho. Vai ajudar uma mocinha a arcar com os custos da vida moderna. Meu user lá é @ bordadosdadebra",,https://pbs.twimg.com/media/EoWe6z_XMAISK7J?format=jpg&name=small,1,2,8
Cowboy like me,@Capt_Danvers,2020-12-03T23:49:23.000Z,A gente não ter mais entrevistas delas assim sentadinhas lado a lado me deixa muito triste todo dia o corona acaba com minha carreira de um jeito diferente,,https://pbs.twimg.com/media/EoWcn7mXcAIIV08?format=jpg&name=360x360,0,0,5
O Teatro Escuro do Pensador Louco,@pensadorlouco,2020-12-03T23:54:38.000Z,Vacina não altera DNA nem tem microchip: as mentiras sobre imunização contra o coronavírus - BBC News Brasil,"Vacina não altera DNA nem tem microchip: as mentiras sobre imunização contra o coronavírus - BBC...
Uma equipe de repórteres da BBC checou a verdade sobre teorias surgidas nas redes sociais a respeito das vacinas contra a covid-19.
bbc.com",https://pbs.twimg.com/card_img/1362648137186295809/dyh01OUe?format=jpg&name=small,1,0,4
luanildo,@deozo,2020-12-03T23:59:53.000Z,cara eu só queria essa vacina logo por deus p botar os velhotes dos meus avós p tomar e eu me mandar p joão pessoa com ele p lacrar pencas lá !,"De 
herman",https://pbs.twimg.com/ext_tw_video_thumb/1333059681913286656/pu/img/N9Dw_YBRw-VWnBFa.jpg,4,2,20
afro latino light skin espiao sensual,@omateusribeiro,2020-12-03T23:52:20.000Z,Esperando a Vacina chegar,"0:25
7,1 mil visualizações
De 
Erick",https://pbs.twimg.com/ext_tw_video_thumb/1333496013747871745/pu/img/QQW4zUoCAVRE54N-.jpg,0,1,4
CandyMoro,@macunaimaz,2020-12-03T23:56:12.000Z,"Reino Unido começará a vacinação em massa na próxima semana. Vacina Pfeizer.
Nos vamos ficar chupando o dedinho, e ficando em casa com um governo irresponsável sem caráter. JB só interfere em rachadinhas...é os testes do covid
( encalhados)foram validados via politica..",,https://pbs.twimg.com/media/EoWeiq4W4AUUIev?format=jpg&name=small,2,0,5
Angelica Cupini,@ACupinj,2020-12-04T23:49:02.000Z,"Vacina salva vidas!
Antes de acreditar em tantas mentiras,que altera DNA, dá má formação genética,entre tantas outras..se informe!
Pesquise!
É obrigação do governo proteger a população e não colocar medo!
Um governo negacionista prejudica o pais!
#ImunizacaoUrgente",,https://pbs.twimg.com/media/Eobm68EXEAEst38?format=jpg&name=small,0,3,9
Wesley Almeida,@WesleyChagasde2,2020-12-04T23:50:47.000Z,"Sinovac subornou autoridades chinesas para aprovar vacinas de 2002 a 2011, diz jornal","Sinovac subornou autoridades chinesas para aprovar vacinas de 2002 a 2011, diz jornal - Agora...
Segundo reportagem do ""Washington Post"", CEO da empresa se livrou de punição após acordo de delação premiada
agoranoticiasbrasil.com.br",https://pbs.twimg.com/card_img/1360757738960257025/-hbNEpiX?format=jpg&name=small,0,8,21
Katia Espinela Br,@KEspinela,2020-12-04T23:56:43.000Z,"Ahaaa gente..... só uma propininha!! Tem problema? 
A vacina é confiável!!","Comentar o Tweet
Gazeta do Povo
@gazetadopovo
 · 4 de dez de 2020
Presidente da Sinovac admite já ter pago propina para acelerar aprovação de vacinas https://bit.ly/2VEbBIh",https://pbs.twimg.com/profile_images/1301986911586856961/G1tqJOuu_mini.jpg,0,0,3
Mayu,@marjbrto,2020-12-04T23:58:05.000Z,Vamos descobrir o ocorrido do voo 828 e ainda assim não temos vacina. Meu Deus.,"Comentar o Tweet
Manifest Brasil
@Manifest_BRA
 · 4 de dez de 2020
Prepare-se para voltar ao voo 828!

A 3ª temporada de #Manifest chegará com exclusividade ao catálogo do globoplay em 2021 #CCXPWorlds
Mostrar esta sequência
0:45
1,3 mil visualizações",https://pbs.twimg.com/profile_images/1362461731168153601/sZXhgDzI_mini.jpg,0,1,1
