Apelido,Username,Data/Hora,Respondendo,Texto,link_img,Comentarios,Retweets,Likes
𝔓𝔯𝔦𝔫𝔠𝔢𝔰𝔞 𝔭𝔢𝔦𝔱𝔬,@giiuaz_,2021-01-19T03:21:41.000Z,vem vacina! #CoronaVac #VacinaJa,,https://pbs.twimg.com/media/EsEHIqEXcAE2dXQ?format=jpg&name=small,,,
Carla Jorge,@carlahsjorge,2021-01-19T03:21:41.000Z,Eu na minha próxima viagem para o #RiodeJaneiro pós vacina.,,https://pbs.twimg.com/media/EsEHIbRXUAANCF4?format=jpg&name=small,,,
wesleysalgadão,@pretoceito,2021-01-19T03:21:41.000Z,"Em resposta a 
@miriambteodoro
 @alferes31
 e 
@RomeuZema",E essa comparação é com uma vacina contra Influenza ,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,1.0,,
mundinho vacina ⚢,@princesadamare,2021-01-19T03:21:40.000Z,"Em resposta a 
@zezada10",NA MORALZINHAAAAAAAAA o gugu foi tudo ,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,1.0,,1.0
maria fifi,@stochocada,2021-01-19T03:21:38.000Z,pós vacina estarei exatamente assim nos rolê,"Citar Tweet
BIN
@Binrealll
 · 12 h
namorar ela p chegar c ela no role e ver geral babando na minha gata e eu la c o ego la em cima por namorar a mulher mais braba e gata do universo
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1350987352404094976/aHjRO0z3_mini.jpg,,,1.0
MILTINHO TALAVEIRA,@talanotalaveira,2021-01-19T03:21:38.000Z,"Ser humano toma vacina, bolsominion toma cloroquina. ","Citar Tweet
Sebastião Melo
@SebastiaoMelo
 · 34 min
A vacina, enfim, chegou! 
Ela representa a vitória da ciência e nos enche de esperança. Dias melhores estão chegando. Mas fundamental que todos mantenham os cuidados e os protocolos.",https://pbs.twimg.com/profile_images/1345141390376898560/7-20Kn9x_mini.jpg,,,
baby yoda emo,@foliefeelings,2021-01-19T03:21:17.000Z,kkkkkkkk brasil com vacina vai ser pior do que o brasil sem vacina,"Citar Tweet
GloboNews
@GloboNews
 · 13 h
Mesmo tomando a vacina, brasileiros vão precisar manter as medidas de prevenção, como o uso de máscaras e o distanciamento social por um tempo, explica a microbiologista e pesquisadora da USP Natalia Pasternak no #Edicao10: https://glo.bo/38S1GX8 #GloboNews
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1234629255306391553/15xnf2WI_mini.jpg,,,
"Digo
VACINA JÁ!!!",@rodrigofac28jve,2021-01-19T03:21:16.000Z,"Em resposta a 
@nilmoretto
 @antonio_garret
 e 
@RodrigoMaia",,https://abs-0.twimg.com/emoji/v2/svg/1f44f.svg,,,1.0
leoa,@_realloha,2021-01-19T03:21:15.000Z,Já escolhi minha brusinha pra vacina,"Citar Tweet
anandamida
@anandapzz
 · 7 h
a brusinha da primeira vacinada no Piauí 
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1347001592676028417/han3UFZB_mini.jpg,,,
"Bru Marchini
Quero a Vacina Já",@MasterMindBru,2021-01-19T03:21:12.000Z,"Em resposta a 
@sous_ale
 e 
@meninakarolinaa","Muito obrigada 
Quem me dera ser nem que fosse 50% do que essa mulher foi.",https://abs-0.twimg.com/emoji/v2/svg/2764.svg,,,
Nice Gomes,@nicegomes45,2021-01-19T03:21:11.000Z,"Em resposta a 
@eduardopaes_
 @claudiocastroRJ
 e 
@cristoredentor",Nossa ! Não sabia que o Cristo tb precisava de vacina !!,https://abs-0.twimg.com/emoji/v2/svg/1f92a.svg,,,
"Cuca.
Vacina já",@crisnutri,2021-01-19T03:21:08.000Z,#QueremosImpeachment,"Citar Tweet
Lola Aronovich
@lolaescreva
 · 2 h
Na verdade preferimos 1) guilhotina, 2) cassação da chapa, 3) condenação por crimes contra a humanidade, com os genocidas saindo do Planalto direto pra cadeia. Mas, na falta dessas alternativas, #QueremosImpeachment",https://pbs.twimg.com/profile_images/721411379161341952/ENrPGfeH_mini.jpg,,,
o cara do motion,@opamacedo,2021-01-19T03:21:06.000Z,"Não era só a galera que trabalha na saúde - alguma profissão essencial - ou grupo de risco que ia receber as primeiras doses da vacina? Sei lá, alguma parada assim, pra testar e não sei mais o que. 

Ou eu tô loco?","Citar Tweet
vicc
@spaceyvicky
 · 7 h
VACINADA",https://pbs.twimg.com/profile_images/1350993881219948548/x29OXkGv_mini.jpg,1.0,,
o apagão humano,@ElShroker,2021-01-19T03:21:01.000Z,Eu e ela tomando a vacina,,https://pbs.twimg.com/media/EsEG-3gXAAEgMdD?format=jpg&name=small,2.0,,1.0
Alexandre Balthazar VACINA JÁ,@AlexandreMB70,2021-01-19T03:20:59.000Z,#ImpeachmentSalvaVidas,"Citar Tweet
Placar do Impeachment - RJ #ForaBolsonaro
@impeachment_rio
 · 17 de jan
VOCÊ SABE QUEM SÃO OS DEPUTADOS FLUMINENSES QUE AINDA ESTÃO NO MURO QUANTO AO IMPEACHMENT??? Vamos deixá-los famosos!

Segue o fio e descobre quem são eles e como você pode pressioná-los a descer do muro!
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1350206451659247617/j3CDoBY2_mini.jpg,,,
Vini,@Vini_biazan,2021-01-19T03:20:58.000Z,A vacina chega mas a lista não,"Citar Tweet
bia
@biannsm
 · 19 min
estagiário da porra da etec ta dormindo caralho quero saber se eu passei nessa merda",https://pbs.twimg.com/profile_images/1350943228695109633/4lgnEl2a_mini.jpg,,1.0,1.0
Andy (esperando a vacina),@andy_balsan,2021-01-19T03:20:49.000Z,"Em resposta a 
@DCM_online","E quem já é gay, vai ficar mais gay ou vai dar reação inversa? 
Gente assim tem que ir pra cadeia. E gente que acredita nisso, tem que ir pra escola.",https://abs-0.twimg.com/emoji/v2/svg/1f914.svg,,,
I am vampire †,@wtfflet,2021-01-19T03:20:47.000Z,"2021 chegou e com ele a vacina também, agora o corona some ! ","Citar Tweet
I am vampire †
@wtfflet
 · 29 de jul de 2020
Meu casamento dois anos esperando e chega na data acontece oque? Corona atrapalha também.
Gastar milhares de reais numa viagem e nem saber se vai ser reembolsado (corona tbm)

Some corona
Pelo amor, devolve nossa vida que era perfeita e não sabiamos.",https://pbs.twimg.com/profile_images/1351368578084298760/PkBPHZFB_mini.jpg,,,
Thaís Gimenez - Vacina Já!,@thaisgime,2021-01-19T03:20:44.000Z,Dormiu mal a noite esse aí. Olhos injetados de raiva.,"Citar Tweet
Brunno Melo #VACINA JÁ
@BrunnoMeloCBN
 · 13 h
Olha quem apareceu para falar das vacinas. Perceba o ""entusiasmo"" do presidente Bolsonaro. É contagiante!
E ainda teve  esse ato falho: ""Apesar das vacinas..""
Mostrar esta sequência
0:24
676,6 mil visualizações",https://pbs.twimg.com/profile_images/1108437982032396290/6ZJy7OOd_mini.jpg,,,
Water Law,@Quymic,2021-01-19T03:20:43.000Z,"Deus, que seja só uma gripe e não corona, apesar de ja ter vacina eu n qro pegar msmo assim",,https://pbs.twimg.com/media/EsEG6WdXYAAqkir?format=jpg&name=small,,,
Vacina já,@ForaBol02299326,2021-01-19T03:20:43.000Z,"Será que esse Sr consegue dormir tranquilamente, sabendo que sua irresponsabilidade matou milhares de pessoas?
#QueremosImpeachment","Citar Tweet
UOL Notícias
@UOLNoticias
 · 6 h
Nova ofensiva pró-impeachment de Bolsonaro inclui Haddad, Amoêdo, Vem pra Rua e MBL http://zpr.io/HQsRW",https://pbs.twimg.com/profile_images/1145769146996723712/a2YGX3rT_mini.png,,,
VANESSA HERNANDES,@vanyhernandes,2021-01-19T03:20:42.000Z,Dada a largada da vacina ,"Citar Tweet
Coronavirus Brasil
@CoronavirusBra1
 · 23 h
O nosso painel foi reativado e agora conta com o número de pessoas vacinadas no país. 

Números atualizados conforme os dados das 'Secretarias Estaduais' https://coronavirusbra1.github.io
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1292863160999911425/3wugXiJC_mini.jpg,,,1.0
"Li |
Vacina! Já!",@LigiaSpears,2021-01-19T03:20:41.000Z,#nortepelonorte,"Citar Tweet
#NosAssumimos a bronca
@beadasmakes
 · 16 min
CHEGOU O MOMENTO
preciso de um caminhão AGORA, alguém garante? 

oia o tanto de coisa!",https://pbs.twimg.com/profile_images/1347038060446441475/QA2oudOF_mini.jpg,,1.0,1.0
abacate vacilona,@ashxvegemite,2021-01-19T03:20:32.000Z,"kkkkkkkk os cara tão achando que é tomar a vacina e acabou. a gente vai ter que aguentar essas regras chatas por um bom tempo ainda, usar máscara, tudo","Citar Tweet
korra a dobradora de lombra
@marveuzinha
 · 16 h
minha gente que delírio de ter Carnaval é esse q vcs tão, a vacinação vai durar meses carai tás na disney é",https://pbs.twimg.com/profile_images/1339351069407793157/BreSvteC_mini.jpg,,1.0,1.0
Pedroo,@PedroFerr15,2021-01-19T03:20:29.000Z,"Em resposta a 
@AlvarengaVivian","Não vai durar mto tempo não minha Cpx, vacina esta aí já kkkkkk",https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,1.0,,1.0
benvenudes,@_anabenvenuti,2021-01-19T03:20:26.000Z,ate a vacina saiu e nosso beijo não — vai ter q sair então,"_anabenvenuti
CuriousCat is a Q&A social network that allows you to connect with your followers and know new people.
curiouscat.qa",https://pbs.twimg.com/card_img/1350270130597584896/cC6paoBA?format=jpg&name=240x240,,,
leticia,@leticiasbfr,2021-01-19T03:20:26.000Z,Projeto de leo dias agora acha que tem que ter prioridade em vacina eh mole,"Citar Tweet
Abelismo
@EiDuduzinho
 · 8 h
E a Rainha Matos que se OFERECEU ao Governo de São Paulo pra furar a fila e tomar a vacina antes de todo mundo por ser “uma das maiores blogueiras do país”? Recebeu um não, obviamente, mas é de uma cara de pau e falta de senso chocantes! Em que mundo essa gente vive?
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1315742545603854336/zqI3itm0_mini.jpg,,,
"Denise Garrett, MD - VACINA JÁ",@dogarrett,2021-01-19T03:20:26.000Z,"Em resposta a 
@wasimvacinas","Aw... q abraço gostoso q senti aqui agora.  Vou até dormir melhor! Qto à colaborações, já estamos começando bem e teremos c certeza mtas oportunidades.  A luta é longa e estamos juntos!!!  ",https://abs-0.twimg.com/emoji/v2/svg/1f4aa-1f3fd.svg,,,2.0
,@jergilicious,2021-01-19T03:20:24.000Z,"""'Vacina do Brasil'? Relembre vezes em que Bolsonaro criticou Coronavac""","Estadão
@Estadao
'Vacina do Brasil'? Relembre vezes em que Bolsonaro criticou Coronavac",https://pbs.twimg.com/media/EeNU2orWAAEp7T_?format=jpg&name=small,,,
X-MendesZ,@Mendes_BBMP,2021-01-19T03:20:19.000Z,"Em resposta a 
@PATRlOTAS",E a vacina de Oxford ? ,https://abs-0.twimg.com/emoji/v2/svg/1f914.svg,,,
cat | wandavision,@millsbrave,2021-01-19T03:20:13.000Z,"Em resposta a 
@pedrinhasquad","euuu

#KPOP
 #followtrick #follotrick #followtrick #follo4follo #follotrick #AFazenda13  #BBB21 #bbtvi #kpoptwitter
 ygona army bts vacina blink exposed bolsonaro grávida duda anitta bbb blackpink sorteio the show gabigol corinthians",https://abs.twimg.com/hashflags/KPOPTwitter2020_red/KPOPTwitter2020_red.png,,,1.0
vacina chinesa,@AugustusAlvius,2021-01-19T03:20:13.000Z,"História com certeza fará, a terceira guerra mundial por exemplo...","Citar Tweet
Folha Mundo
@folha_mundo
 · 18 min
Kamala Harris vai fazer história, assim como sua família 'grande e misturada' https://www1.folha.uol.com.br/mundo/2021/01/kamala-harris-vai-fazer-historia-assim-como-sua-familia-grande-e-misturada.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha…",https://pbs.twimg.com/profile_images/1932550173/nv_twiiter_mundo_mini.jpg,,,
Maria Margarida,@MariahMargarida,2021-01-19T03:20:12.000Z,"Em resposta a 
@JoeBiden","Sou brasileira. Meu aniversário é hoje. E meu melhor presente para 2021 está sendo 
@JoeBiden
 presidente, e a chegada da vacina ",https://abs-0.twimg.com/emoji/v2/svg/1f495.svg,,,
vince ESPERANDO A PICADA DA VACINA,@_vinceecniv,2021-01-19T03:20:08.000Z,to triste tchau,"Citar Tweet
nanda៹
@chxradise
 · 11 h
cause you said          now i drive alone 
forever                        past your street
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1350414258278969345/jKBwRSDb_mini.jpg,,,
SMAUGusto,@carolinhis,2021-01-19T03:20:02.000Z,MINAS GERAIS TEM VACINA! ALELUIA!,"Citar Tweet
Romeu Zema
@RomeuZema
 · 1 h
Os primeiros heróis vacinados em Minas Gerais.
Profissionais da Rede Pública de Saúde do Estado! ",https://pbs.twimg.com/profile_images/1337407169881395213/MZZSeB4q_mini.jpg,,,2.0
Julia ⚘,@CScochy,2021-01-19T03:19:56.000Z,"Em resposta a 
@helderbarbalho","Porque os detentos são  prioridades 
 pra tomar vacina?",https://abs-0.twimg.com/emoji/v2/svg/1f914.svg,,,
Neo RS,@neoaivan,2021-01-19T03:19:55.000Z,Saindo com meus amigos depois da vacina...,"Citar Tweet
Gators Daily
@GatorsDaily
 · 2 h
when u forget ur gator outside
0:12
25,8 mil visualizações",https://pbs.twimg.com/profile_images/1185213289590120452/yX-rWH9I_mini.jpg,,,
"Li |
Vacina! Já!",@LigiaSpears,2021-01-19T03:19:49.000Z,#SOSAMAZONAS,"Citar Tweet
#NosAssumimos a bronca
@beadasmakes
 · 17 min
CHEGOU O MOMENTO
preciso de um caminhão AGORA, alguém garante? 

oia o tanto de coisa!",https://pbs.twimg.com/profile_images/1347038060446441475/QA2oudOF_mini.jpg,,,
